time,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target
-0.6349144149706284,-0.508745907660848,0.42994369639604424,-0.44715803021773926,-0.5041388925077778,0.11448193325422537,0.10291188632667989,0.10868542930234334,0.0673115645933344,-0.4437310264444361,-0.3759274742281051,-0.40018093819919653,-0.4149205414114378,-0.4002417018933083,-0.3737302538666734,-0.3489620824013192,-0.2940498920980068,-0.5461547588850368,-0.5150451113704811,-0.3703674177349581,-0.43827654742399835,1.539965753808938,1.6425018233651643,1.3534485339814304,-0.20217797393919223,0.48314643256073664,0.44500029661865964,0.5359018501615118,0.5039652657503524,0.7472565886873015,0.7542149116113299,0.7394269005155631,-0.45848866524473153,0.7549784414517505,0.7565570667157032,0.7533099313852469,-0.21938584226307908,0
-0.863736620061791,-0.3133993891671839,-0.1895170512518566,-0.16280554961437602,-0.28778249352499674,-1.8803778125844086,-1.8502911837669926,-1.8934771408340336,-0.40771496976824634,-0.5209748408042665,-0.4035206865257056,-0.4985758022374054,-0.5114084679916298,-0.5305016782298558,-0.4852268732680007,-0.5066372554146176,-0.49357511144806093,-0.6040932084869527,-0.5469321042032143,-0.4190678231562742,-0.5086260819574608,-1.796683744600131,-1.6791179541750998,-1.7915206535827577,-0.38116714963834447,-1.9117940488114877,-1.8752451195758546,-1.9288100059621809,-0.4143757409299966,0.11436326060547815,0.12120244271094598,0.10737793815794122,0.48564497478004304,3.9106663914030326,3.914453745947105,3.9063887846473904,-0.21938584226307908,3
1.763773528053973,0.09535695819273746,-1.1525362445408953,0.6154854933561424,1.9062370903211536,0.6825656120400885,0.3612784670088101,0.8209099106205615,2.413674652680346,1.9088254265367581,1.0388833701518798,2.1034340373073976,2.1928371044063084,3.7067361673838017,2.6727162735013623,3.522076800066324,4.697502058287347,2.4135934751729353,0.09764411337722184,1.8423571001456038,3.2790973833168793,-0.08249144831873184,-1.1015671646916256,0.6078709866532337,3.20516853171061,0.272554301034927,0.03182159085352722,0.3696476228814574,1.4713374159108954,0.7573610361317447,0.7643212611964438,0.7495178672536921,-0.44197014525240325,-0.49446386651669516,-0.4937597509803197,-0.49509934801995314,-0.21938584226307908,4
0.2567031427983847,-0.5121982143131526,0.507825111660242,-0.24630420100599804,-0.37505607041284134,0.35989874051882487,0.393683972923948,0.33268301653931576,-0.35318800708177706,-0.42527909260566776,-0.37562562432565416,-0.35774344848807466,-0.3953297816080673,-0.4085666622762964,-0.39528129916573224,-0.37614085168734934,-0.3713144530476663,-0.20071419252603742,-0.35927513348731493,-0.11178428700570746,0.03772065836826752,-0.4999535628937255,-0.3882288093179332,-0.5692836556614445,-0.3744916299103077,0.7702326867762064,0.8087479799173829,0.7337482513754446,-0.4005254294273432,0.7579246707606326,0.7648850019283481,0.7500807499173745,-0.44540024737909467,-0.49446386651669516,-0.4937597509803197,-0.49509934801995314,-0.21938584226307908,3
-0.44554431420552826,-0.5997943425649215,-1.7667697950885826,0.29560368324570546,0.795507226893946,0.8070477476259504,0.6468686120967917,0.8958097556939447,1.5811708690252,0.3795413867358159,0.12246131277193671,0.47287560959238295,0.38603223341030657,0.29952875051768973,0.14348244515087488,0.3935557967105436,0.3391614385696081,-0.31219615952674457,-0.20583007293767416,-0.2748515795737008,-0.3928692126720157,-1.0649002058509984,-0.9943112108495131,-1.0484508691232952,-0.1998667316858339,0.1539586399927243,-0.09969430699262763,0.2395344823399104,1.264100178646058,0.7579329530200639,0.764365345786016,0.7506161575089519,-0.4501069177219526,-0.24457540492300606,-0.24369638744111513,-0.24541749213891315,-0.21938584226307908,1
-0.5717910480489283,0.4548983932506054,0.40694220035440626,-0.21768250016522114,-0.31313548186298507,0.9732464166973389,1.0145005804122345,0.9344034204888961,-0.40398451098054333,-0.38695767334692316,-0.3411580189073825,-0.364739961094038,-0.372110503165665,-0.39158636024746424,-0.2746279994935746,-0.396690386118452,-0.420850513513101,-0.3377610144493158,-0.3267012290010672,-0.21966782649453628,-0.18784468011317274,0.6085178877879931,0.03793859885559673,1.116799708489887,3.0116709787261224,0.923426213678971,0.9576237755757213,0.8937189793078255,-0.3566878475110697,0.7625130647929115,0.7694742597160129,0.7546630224083476,-0.45848866524473153,-0.49446386651669516,-0.4937597509803197,-0.49509934801995314,-0.21938584226307908,3
1.3298003804672853,-0.21350869700216338,0.5769690060572622,-0.37442494798470666,-0.5555674782040061,0.9721366064291045,0.9976744204519263,0.937036971610596,-0.35277275429549954,-0.4776406538086253,-0.3014932499767795,-0.47859037362505363,-0.4984325514372389,0.08077286942343703,-0.25244007813779207,0.2736980399127555,0.9431565090324486,-0.24842888678431146,-0.42099607582630705,-0.15278716744546195,0.190276851672472,-0.6408156235995651,-0.5782928637305776,-0.5817848819343294,-0.12969681115175105,0.6351839126432789,0.5996901135199428,0.7478223249713115,1.2458854523999654,-0.9949816143865585,-0.9883512640867175,-1.0004869199857576,1.2719978941599626,-0.49446386651669516,-0.4937597509803197,-0.49509934801995314,-0.20336932140181335,2
-0.6980377818923283,-0.24279542079849617,-1.9522528348270725,1.761081761107815,2.586053093377226,0.6283433014973266,0.49545664625374747,0.6990820059236603,0.7756890036977143,2.408100757748585,0.8276251166116713,2.001682344206837,2.322507860365555,3.0297314334761776,2.002650134071525,3.3416566345738734,3.5495205433896446,1.8220609816226723,1.655081029592506,1.1605482621655125,1.5515490034263764,0.4465577977102746,-0.8355797207569272,0.9349491746356582,2.967988240259724,0.4131592237746008,0.2732677013144304,0.5471680397198808,1.2865101053319448,0.7571140760422954,0.7640742546172847,0.7492712366425697,-0.45848866524473153,-0.46947502035732624,-0.46875341462639925,-0.47013116243184916,-0.21938584226307908,4
-0.16148916305787805,1.9686566720508052,-1.3985890573755588,0.8889314250756086,1.3438860771691166,-1.8803778125844086,-1.8502911837669926,-1.8934771408340336,-0.40771496976824634,-0.5209748408042665,-0.4035206865257056,-0.4985758022374054,-0.5114084679916298,-0.5305016782298558,-0.4852268732680007,-0.5066372554146176,-0.49357511144806093,0.7715352525954547,1.343866130153523,0.1720247920396577,0.17577138731143246,-0.8313263827363929,-0.7181089818243676,-0.8816201202791256,-0.31416660711420086,-1.9117940488114877,-1.8752451195758546,-1.9288100059621809,-0.4143757409299966,-2.0360076291669342,-2.0295732497930623,-2.0401240645633987,-0.45848866524473153,-0.49446386651669516,-0.4937597509803197,-0.49509934801995314,-0.21938584226307908,4
-0.5875718897793533,-0.3709769262821553,0.6445074244086216,-0.45852634624779487,-0.5826674669233454,-1.352472942168224,-1.3202539582322295,-1.3703862437061471,-0.39888219180472684,-0.48544007392845073,-0.3575184318114765,-0.4594419648500516,-0.4826467560924367,-0.47798512197857995,-0.4120268578945149,-0.4572846988804562,-0.46629743586613037,-0.5592432725014562,-0.5141060830710946,-0.39253697975669377,-0.47258339501883323,1.079174753696733,1.0339390596012579,0.9951406300798964,-0.13989726238203698,-0.7788535611426946,-0.7865285556062986,-0.7592424788908999,0.41022373744326285,-2.0360076291669342,-2.0295732497930623,-2.0401240645633987,-0.45848866524473153,0.738383548628083,0.7399505587937556,0.7367287590816718,-0.21938584226307908,3
